vehicle_id,vehicle_type,vehicle_age_years,capacity_kg,fuel_type,maintenance_score,current_mileage_km
V007125,Light Truck,3,3500,Diesel,64.92,194673.0
V007126,Medium Truck,4,8000,Diesel,80.21,299846.0
V007127,Light Truck,0,3500,Diesel,83.06,286369.0
V007128,Medium Truck,1,8000,Diesel,90.4,37521.0
V007129,Medium Truck,1,8000,Diesel,58.92,122009.0
V007130,Van,9,1000,Petrol,91.58,342589.0
V007131,Medium Truck,10,8000,Diesel,100.0,167696.0
V007132,Van,4,1000,Petrol,73.19,278758.0
V007133,Heavy Truck,8,20000,Diesel,84.36,247914.0
V007134,Van,9,1000,Petrol,80.31,345659.0
V007135,Van,4,1000,Petrol,82.88,268187.0
V007136,Light Truck,8,3500,Diesel,78.61,240663.0
V007137,Light Truck,1,3500,Diesel,90.64,162621.0
V007138,Van,13,1000,Petrol,84.03,58893.0
V007139,Van,7,1000,Petrol,91.85,157622.0
V007140,Light Truck,5,3500,Diesel,93.48,253478.0
V007141,Light Truck,7,3500,Diesel,61.37,231922.0
V007142,Medium Truck,1,8000,Diesel,61.03,97441.0
V007143,Medium Truck,0,8000,Diesel,85.0,208106.0
V007144,Van,5,1000,Petrol,84.01,252629.0
V007145,Heavy Truck,14,20000,Diesel,84.74,152890.0
V007146,Van,11,1000,Petrol,82.47,209650.0
V007147,Light Truck,1,3500,Diesel,93.89,335675.0
V007148,Medium Truck,2,8000,Diesel,71.03,254476.0
V007149,Medium Truck,7,8000,Diesel,92.48,123988.0
V007150,Heavy Truck,6,20000,Diesel,66.95,186090.0
V007151,Van,2,1000,Petrol,71.15,248279.0
V007152,Medium Truck,13,8000,Diesel,98.48,256379.0
V007153,Van,4,1000,Petrol,45.62,449444.0
V007154,Medium Truck,11,8000,Diesel,74.1,340957.0
V007155,Motorbike,9,50,Petrol,69.7,148504.0
V007156,Light Truck,14,3500,Diesel,83.06,213959.0
V007157,Van,3,1000,Petrol,81.26,290310.0
V007158,Van,1,1000,Petrol,93.73,328862.0
V007159,Medium Truck,9,8000,Diesel,77.13,38496.0
V007160,Medium Truck,14,8000,Diesel,89.33,122653.0
V007161,Medium Truck,9,8000,Diesel,69.57,185982.0
V007162,Light Truck,0,3500,Diesel,64.85,283334.0
V007163,Light Truck,6,3500,Diesel,86.76,201330.0
V007164,Van,13,1000,Petrol,81.0,262994.0
V007165,Van,1,1000,Petrol,85.25,174474.0
V007166,Heavy Truck,2,20000,Diesel,78.46,107516.0
V007167,Van,0,1000,Petrol,73.75,317062.0
V007168,Light Truck,7,3500,Diesel,72.2,82219.0
V007169,Light Truck,13,3500,Diesel,88.64,43349.0
V007170,Light Truck,11,3500,Diesel,94.14,1000.0
V007171,Light Truck,13,3500,Diesel,76.83,211717.0
V007172,Light Truck,11,3500,Diesel,88.22,202436.0
V007173,Medium Truck,3,8000,Diesel,68.93,300295.0
V007174,Medium Truck,7,8000,Diesel,81.14,121525.0
V007175,Light Truck,2,3500,Diesel,82.52,214628.0
V007176,Van,3,1000,Petrol,87.26,115393.0
V007177,Light Truck,13,3500,Diesel,75.18,150039.0
V007178,Light Truck,11,3500,Diesel,71.22,50861.0
V007179,Heavy Truck,10,20000,Diesel,62.93,173760.0
V007180,Heavy Truck,4,20000,Diesel,51.42,87822.0
V007181,Medium Truck,12,8000,Diesel,82.46,146803.0
V007182,Light Truck,12,3500,Diesel,100.0,209303.0
V007183,Light Truck,3,3500,Diesel,83.34,112612.0
V007184,Motorbike,12,50,Petrol,82.23,171899.0
V007185,Van,4,1000,Petrol,65.67,107683.0
V007186,Medium Truck,4,8000,Diesel,67.28,142578.0
V007187,Van,11,1000,Petrol,79.74,192816.0
V007188,Medium Truck,12,8000,Diesel,85.54,239756.0
V007189,Light Truck,2,3500,Diesel,90.51,208329.0
V007190,Light Truck,4,3500,Diesel,68.2,204117.0
V007191,Van,4,1000,Petrol,50.22,77117.0
V007192,Light Truck,13,3500,Diesel,97.73,230787.0
V007193,Medium Truck,6,8000,Diesel,68.87,247478.0
V007194,Motorbike,4,50,Petrol,86.72,227618.0
V007195,Light Truck,0,3500,Diesel,85.6,169272.0
V007196,Light Truck,11,3500,Diesel,73.72,148059.0
V007197,Light Truck,7,3500,Diesel,82.97,19561.0
V007198,Van,11,1000,Petrol,76.75,138751.0
V007199,Medium Truck,10,8000,Diesel,82.76,68212.0
V007200,Light Truck,2,3500,Diesel,59.14,1704.0
V007201,Medium Truck,11,8000,Diesel,89.33,137421.0
V007202,Medium Truck,5,8000,Diesel,94.07,224033.0
V007203,Motorbike,2,50,Petrol,72.89,241330.0
V007204,Medium Truck,7,8000,Diesel,73.21,145674.0
V007205,Medium Truck,2,8000,Diesel,61.37,86330.0
V007206,Light Truck,4,3500,Diesel,86.39,289835.0
V007207,Light Truck,14,3500,Diesel,86.56,128825.0
V007208,Medium Truck,10,8000,Diesel,69.0,24473.0
V007209,Van,1,1000,Petrol,100.0,147983.0
V007210,Van,5,1000,Petrol,81.39,284631.0
V007211,Medium Truck,7,8000,Diesel,93.59,164790.0
V007212,Medium Truck,7,8000,Diesel,81.3,127906.0
V007213,Medium Truck,14,8000,Diesel,84.36,1000.0
V007214,Van,1,1000,Petrol,78.6,53870.0
V007215,Medium Truck,14,8000,Diesel,99.17,103073.0
V007216,Van,13,1000,Petrol,71.59,312887.0
V007217,Light Truck,6,3500,Diesel,94.38,132449.0
V007218,Van,14,1000,Petrol,90.17,4477.0
V007219,Heavy Truck,1,20000,Diesel,92.76,92294.0
V007220,Van,12,1000,Petrol,66.21,127277.0
V007221,Heavy Truck,11,20000,Diesel,62.95,205166.0
V007222,Medium Truck,5,8000,Diesel,100.0,167880.0
V007223,Van,14,1000,Petrol,92.13,199896.0
V007224,Medium Truck,5,8000,Diesel,68.16,294512.0
V007225,Light Truck,12,3500,Diesel,81.51,72276.0
V007226,Van,12,1000,Petrol,95.08,68672.0
V007227,Van,4,1000,Petrol,75.29,213621.0
V007228,Heavy Truck,7,20000,Diesel,84.83,271389.0
V007229,Van,1,1000,Petrol,86.78,171777.0
V007230,Light Truck,14,3500,Diesel,70.58,310052.0
V007231,Light Truck,3,3500,Diesel,78.33,296135.0
V007232,Van,10,1000,Petrol,75.17,181864.0
V007233,Van,12,1000,Petrol,97.96,38396.0
V007234,Light Truck,0,3500,Diesel,71.7,243625.0
V007235,Light Truck,12,3500,Diesel,88.39,212686.0
V007236,Medium Truck,12,8000,Diesel,90.89,76417.0
V007237,Light Truck,13,3500,Diesel,67.13,172376.0
V007238,Medium Truck,4,8000,Diesel,80.14,176865.0
V007239,Medium Truck,2,8000,Diesel,86.26,177281.0
V007240,Light Truck,4,3500,Diesel,71.53,99774.0
V007241,Motorbike,0,50,Petrol,84.54,74594.0
V007242,Medium Truck,9,8000,Diesel,69.22,166683.0
V007243,Medium Truck,4,8000,Diesel,61.96,216263.0
V007244,Van,12,1000,Petrol,75.28,225933.0
V007245,Medium Truck,7,8000,Diesel,84.86,343291.0
V007246,Medium Truck,6,8000,Diesel,71.44,80785.0
V007247,Heavy Truck,6,20000,Diesel,96.08,90378.0
V007248,Light Truck,4,3500,Diesel,100.0,94929.0
V007249,Medium Truck,11,8000,Diesel,75.28,143790.0
V007250,Van,0,1000,Petrol,86.9,285353.0
V007251,Van,12,1000,Petrol,79.51,287596.0
V007252,Van,4,1000,Petrol,83.45,177341.0
V007253,Van,14,1000,Petrol,90.14,124703.0
V007254,Light Truck,10,3500,Diesel,74.8,114577.0
V007255,Medium Truck,6,8000,Diesel,87.14,196509.0
V007256,Light Truck,0,3500,Diesel,72.85,69112.0
V007257,Light Truck,7,3500,Diesel,90.0,98173.0
V007258,Medium Truck,9,8000,Diesel,100.0,243663.0
V007259,Light Truck,11,3500,Diesel,93.61,281968.0
V007260,Van,7,1000,Petrol,86.9,311738.0
V007261,Motorbike,11,50,Petrol,76.63,404260.0
V007262,Van,11,1000,Petrol,79.82,194163.0
V007263,Van,6,1000,Petrol,69.55,272802.0
V007264,Motorbike,11,50,Petrol,78.62,182646.0
V007265,Van,7,1000,Petrol,78.61,127009.0
V007266,Heavy Truck,1,20000,Diesel,82.78,135910.0
V007267,Medium Truck,10,8000,Diesel,77.96,261434.0
V007268,Medium Truck,9,8000,Diesel,100.0,220801.0
V007269,Heavy Truck,1,20000,Diesel,67.74,162103.0
V007270,Van,3,1000,Petrol,77.68,134921.0
V007271,Van,11,1000,Petrol,75.24,293337.0
V007272,Van,12,1000,Petrol,87.71,29293.0
V007273,Van,3,1000,Petrol,78.75,321189.0
V007274,Motorbike,1,50,Petrol,91.21,24677.0
V007275,Van,6,1000,Petrol,75.36,249189.0
V007276,Medium Truck,9,8000,Diesel,93.14,136496.0
V007277,Light Truck,6,3500,Diesel,88.46,85296.0
V007278,Medium Truck,4,8000,Diesel,96.06,156534.0
V007279,Heavy Truck,6,20000,Diesel,78.51,221836.0
V007280,Van,8,1000,Petrol,71.2,176237.0
V007281,Medium Truck,8,8000,Diesel,82.94,234470.0
V007282,Medium Truck,7,8000,Diesel,93.0,145011.0
V007283,Van,1,1000,Petrol,83.25,143658.0
V007284,Heavy Truck,14,20000,Diesel,97.51,153363.0
V007285,Van,13,1000,Petrol,100.0,105371.0
V007286,Light Truck,3,3500,Diesel,83.71,172853.0
V007287,Van,5,1000,Petrol,69.79,243626.0
V007288,Medium Truck,11,8000,Diesel,90.91,107649.0
V007289,Heavy Truck,2,20000,Diesel,75.65,79850.0
V007290,Heavy Truck,1,20000,Diesel,91.12,108486.0
V007291,Light Truck,2,3500,Diesel,57.15,260416.0
V007292,Light Truck,2,3500,Diesel,88.84,60616.0
V007293,Medium Truck,4,8000,Diesel,72.81,313885.0
V007294,Medium Truck,1,8000,Diesel,64.06,173176.0
V007295,Motorbike,13,50,Petrol,55.86,162142.0
V007296,Light Truck,11,3500,Diesel,100.0,207226.0
V007297,Medium Truck,9,8000,Diesel,84.24,316123.0
V007298,Van,2,1000,Petrol,77.17,180538.0
V007299,Van,7,1000,Petrol,82.88,237846.0
V007300,Van,5,1000,Petrol,84.0,1000.0
V007301,Medium Truck,11,8000,Diesel,82.83,232739.0
V007302,Heavy Truck,1,20000,Diesel,50.94,208431.0
V007303,Van,4,1000,Petrol,96.49,264181.0
V007304,Van,11,1000,Petrol,71.94,36434.0
V007305,Light Truck,10,3500,Diesel,74.92,41929.0
V007306,Light Truck,6,3500,Diesel,72.24,348319.0
V007307,Van,11,1000,Petrol,91.84,231291.0
V007308,Light Truck,7,3500,Diesel,99.75,209773.0
V007309,Light Truck,6,3500,Diesel,79.91,188906.0
V007310,Light Truck,4,3500,Diesel,69.58,224020.0
V007311,Medium Truck,8,8000,Diesel,88.39,300312.0
V007312,Heavy Truck,12,20000,Diesel,75.88,14803.0
V007313,Heavy Truck,7,20000,Diesel,84.35,282144.0
V007314,Medium Truck,2,8000,Diesel,84.63,185781.0
V007315,Light Truck,9,3500,Diesel,65.29,340161.0
V007316,Van,1,1000,Petrol,68.52,170604.0
V007317,Light Truck,14,3500,Diesel,100.0,225262.0
V007318,Light Truck,2,3500,Diesel,100.0,79363.0
V007319,Medium Truck,2,8000,Diesel,93.65,219594.0
V007320,Light Truck,8,3500,Diesel,77.8,74133.0
V007321,Van,8,1000,Petrol,76.47,271300.0
V007322,Medium Truck,6,8000,Diesel,81.23,46717.0
V007323,Light Truck,5,3500,Diesel,87.29,2244.0
V007324,Medium Truck,6,8000,Diesel,60.36,225412.0
V007325,Medium Truck,8,8000,Diesel,91.13,95049.0
V007326,Light Truck,3,3500,Diesel,73.37,163581.0
V007327,Light Truck,11,3500,Diesel,67.77,1000.0
V007328,Heavy Truck,8,20000,Diesel,73.7,71083.0
V007329,Light Truck,8,3500,Diesel,90.5,165284.0
V007330,Light Truck,0,3500,Diesel,81.75,71476.0
V007331,Van,4,1000,Petrol,90.47,232869.0
V007332,Medium Truck,9,8000,Diesel,67.61,311311.0
V007333,Light Truck,10,3500,Diesel,58.85,267195.0
V007334,Van,9,1000,Petrol,97.78,143545.0
V007335,Light Truck,9,3500,Diesel,81.47,35238.0
V007336,Van,14,1000,Petrol,77.51,64355.0
V007337,Van,12,1000,Petrol,79.87,105956.0
V007338,Light Truck,6,3500,Diesel,84.21,364672.0
V007339,Van,1,1000,Petrol,67.26,233944.0
V007340,Light Truck,4,3500,Diesel,73.55,131090.0
V007341,Heavy Truck,9,20000,Diesel,72.31,185655.0
V007342,Light Truck,10,3500,Diesel,100.0,263527.0
V007343,Light Truck,6,3500,Diesel,69.25,151473.0
V007344,Van,13,1000,Petrol,100.0,197867.0
V007345,Van,4,1000,Petrol,95.28,163406.0
V007346,Medium Truck,1,8000,Diesel,89.51,132009.0
V007347,Van,7,1000,Petrol,61.98,128393.0
V007348,Heavy Truck,3,20000,Diesel,83.71,284101.0
V007349,Heavy Truck,3,20000,Diesel,75.0,283902.0
V007350,Heavy Truck,9,20000,Diesel,98.47,30724.0
V007351,Light Truck,4,3500,Diesel,100.0,98596.0
V007352,Light Truck,11,3500,Diesel,77.62,138270.0
V007353,Van,0,1000,Petrol,74.61,253867.0
V007354,Heavy Truck,2,20000,Diesel,93.05,206056.0
V007355,Medium Truck,14,8000,Diesel,86.16,183165.0
V007356,Van,0,1000,Petrol,86.91,231415.0
V007357,Medium Truck,3,8000,Diesel,74.84,169316.0
V007358,Van,13,1000,Petrol,86.18,125841.0
V007359,Van,6,1000,Petrol,81.64,29547.0
V007360,Heavy Truck,4,20000,Diesel,86.19,215891.0
V007361,Heavy Truck,3,20000,Diesel,87.07,147059.0
V007362,Medium Truck,7,8000,Diesel,88.03,63187.0
V007363,Van,10,1000,Petrol,75.23,255365.0
V007364,Light Truck,5,3500,Diesel,76.35,148038.0
V007365,Light Truck,5,3500,Diesel,100.0,240090.0
V007366,Motorbike,0,50,Petrol,76.87,75356.0
V007367,Light Truck,12,3500,Diesel,64.96,237697.0
V007368,Van,5,1000,Petrol,89.95,96609.0
V007369,Medium Truck,1,8000,Diesel,88.27,123395.0
V007370,Light Truck,9,3500,Diesel,77.95,57507.0
V007371,Heavy Truck,13,20000,Diesel,69.94,328919.0
V007372,Medium Truck,6,8000,Diesel,80.04,262373.0
V007373,Van,11,1000,Petrol,94.21,380215.0
V007374,Van,8,1000,Petrol,90.58,201213.0
V007375,Light Truck,8,3500,Diesel,78.92,241404.0
V007376,Light Truck,14,3500,Diesel,76.97,107393.0
V007377,Van,2,1000,Petrol,80.05,53241.0
V007378,Heavy Truck,13,20000,Diesel,61.61,85847.0
V007379,Motorbike,5,50,Petrol,71.16,108590.0
V007380,Heavy Truck,9,20000,Diesel,85.84,46287.0
V007381,Van,11,1000,Petrol,88.14,181356.0
V007382,Van,7,1000,Petrol,95.34,244737.0
V007383,Medium Truck,2,8000,Diesel,90.71,215666.0
V007384,Motorbike,9,50,Petrol,74.67,73015.0
V007385,Van,14,1000,Petrol,69.91,72267.0
V007386,Light Truck,6,3500,Diesel,96.2,323077.0
V007387,Motorbike,6,50,Petrol,91.99,254269.0
V007388,Van,14,1000,Petrol,83.17,145621.0
V007389,Medium Truck,14,8000,Diesel,74.88,221532.0
V007390,Medium Truck,11,8000,Diesel,80.45,119295.0
V007391,Medium Truck,13,8000,Diesel,88.2,85802.0
V007392,Light Truck,12,3500,Diesel,96.15,329788.0
V007393,Light Truck,6,3500,Diesel,64.68,199712.0
V007394,Van,5,1000,Petrol,100.0,294763.0
V007395,Light Truck,10,3500,Diesel,87.69,26906.0
V007396,Van,9,1000,Petrol,65.47,201259.0
V007397,Light Truck,9,3500,Diesel,77.09,151756.0
V007398,Van,14,1000,Petrol,99.23,273348.0
V007399,Medium Truck,5,8000,Diesel,50.58,232023.0
V007400,Medium Truck,8,8000,Diesel,71.13,84466.0
V007401,Van,1,1000,Petrol,85.83,247872.0
V007402,Light Truck,8,3500,Diesel,71.79,240277.0
V007403,Van,12,1000,Petrol,87.21,189711.0
V007404,Van,2,1000,Petrol,67.16,165742.0
V007405,Van,0,1000,Petrol,73.26,66226.0
V007406,Heavy Truck,5,20000,Diesel,94.95,159351.0
V007407,Medium Truck,2,8000,Diesel,83.72,182076.0
V007408,Medium Truck,10,8000,Diesel,83.64,149006.0
V007409,Van,13,1000,Petrol,96.23,270196.0
V007410,Van,8,1000,Petrol,73.17,340912.0
V007411,Light Truck,2,3500,Diesel,89.55,142681.0
V007412,Van,0,1000,Petrol,82.71,155566.0
V007413,Light Truck,13,3500,Diesel,97.32,346422.0
V007414,Light Truck,14,3500,Diesel,49.64,268888.0
V007415,Van,13,1000,Petrol,78.14,203772.0
V007416,Light Truck,8,3500,Diesel,72.79,156486.0
V007417,Van,2,1000,Petrol,100.0,173428.0
V007418,Light Truck,14,3500,Diesel,86.66,68280.0
V007419,Van,10,1000,Petrol,65.44,270326.0
V007420,Van,7,1000,Petrol,99.59,263023.0
V007421,Light Truck,12,3500,Diesel,88.35,43622.0
V007422,Van,12,1000,Petrol,68.42,366582.0
V007423,Medium Truck,4,8000,Diesel,50.76,119000.0
V007424,Van,12,1000,Petrol,75.84,239127.0
V007425,Light Truck,4,3500,Diesel,92.44,272355.0
V007426,Heavy Truck,0,20000,Diesel,88.09,113612.0
V007427,Light Truck,9,3500,Diesel,92.43,342998.0
V007428,Heavy Truck,12,20000,Diesel,65.81,148369.0
V007429,Light Truck,1,3500,Diesel,92.56,198401.0
V007430,Light Truck,2,3500,Diesel,67.44,186380.0
V007431,Van,6,1000,Petrol,100.0,34558.0
V007432,Heavy Truck,12,20000,Diesel,76.23,236553.0
V007433,Light Truck,0,3500,Diesel,70.44,241473.0
V007434,Van,3,1000,Petrol,99.89,362519.0
V007435,Medium Truck,14,8000,Diesel,87.25,116833.0
V007436,Light Truck,7,3500,Diesel,76.03,109714.0
V007437,Light Truck,0,3500,Diesel,76.64,228927.0
V007438,Medium Truck,7,8000,Diesel,80.24,188158.0
V007439,Heavy Truck,4,20000,Diesel,84.94,204016.0
V007440,Light Truck,6,3500,Diesel,93.41,79279.0
V007441,Light Truck,12,3500,Diesel,100.0,233984.0
V007442,Van,13,1000,Petrol,100.0,324226.0
V007443,Van,8,1000,Petrol,75.77,304310.0
V007444,Light Truck,1,3500,Diesel,63.42,239550.0
V007445,Medium Truck,0,8000,Diesel,72.77,213946.0
V007446,Van,10,1000,Petrol,72.25,132167.0
V007447,Van,12,1000,Petrol,91.86,138615.0
V007448,Van,6,1000,Petrol,88.75,54031.0
V007449,Light Truck,6,3500,Diesel,62.18,293513.0
V007450,Light Truck,5,3500,Diesel,78.23,142440.0
V007451,Motorbike,3,50,Petrol,72.81,198259.0
V007452,Medium Truck,10,8000,Diesel,100.0,112502.0
V007453,Medium Truck,0,8000,Diesel,66.64,164851.0
V007454,Heavy Truck,9,20000,Diesel,79.51,72883.0
V007455,Heavy Truck,10,20000,Diesel,87.34,219987.0
V007456,Light Truck,11,3500,Diesel,93.77,320147.0
V007457,Heavy Truck,11,20000,Diesel,91.05,294295.0
V007458,Heavy Truck,12,20000,Diesel,95.14,33679.0
V007459,Heavy Truck,8,20000,Diesel,70.68,243358.0
V007460,Light Truck,0,3500,Diesel,87.07,108842.0
V007461,Van,10,1000,Petrol,62.07,309223.0
V007462,Van,5,1000,Petrol,94.59,147690.0
V007463,Heavy Truck,5,20000,Diesel,67.48,297258.0
V007464,Van,12,1000,Petrol,77.75,305355.0
V007465,Medium Truck,1,8000,Diesel,92.69,263859.0
V007466,Medium Truck,5,8000,Diesel,70.73,182360.0
V007467,Medium Truck,1,8000,Diesel,73.41,113345.0
V007468,Medium Truck,7,8000,Diesel,82.01,112680.0
V007469,Medium Truck,14,8000,Diesel,97.28,164688.0
V007470,Van,9,1000,Petrol,84.49,159107.0
V007471,Motorbike,13,50,Petrol,70.41,196874.0
V007472,Medium Truck,13,8000,Diesel,81.03,115579.0
V007473,Medium Truck,14,8000,Diesel,75.09,253324.0
V007474,Light Truck,7,3500,Diesel,73.36,132645.0
V007475,Van,12,1000,Petrol,65.34,79026.0
V007476,Light Truck,12,3500,Diesel,100.0,150957.0
V007477,Light Truck,7,3500,Diesel,82.47,181807.0
V007478,Light Truck,6,3500,Diesel,83.94,213379.0
V007479,Van,8,1000,Petrol,71.37,281293.0
V007480,Van,8,1000,Petrol,92.73,274643.0
V007481,Light Truck,9,3500,Diesel,78.19,252520.0
V007482,Van,6,1000,Petrol,100.0,296786.0
V007483,Motorbike,8,50,Petrol,86.64,12465.0
V007484,Light Truck,13,3500,Diesel,83.32,1000.0
V007485,Medium Truck,8,8000,Diesel,76.57,175164.0
V007486,Van,10,1000,Petrol,80.47,360889.0
V007487,Light Truck,14,3500,Diesel,83.68,1000.0
V007488,Medium Truck,3,8000,Diesel,100.0,126075.0
V007489,Van,13,1000,Petrol,63.18,279199.0
V007490,Heavy Truck,10,20000,Diesel,86.49,299259.0
V007491,Van,4,1000,Petrol,88.12,218659.0
V007492,Light Truck,3,3500,Diesel,78.69,238420.0
V007493,Heavy Truck,14,20000,Diesel,78.01,216718.0
V007494,Medium Truck,12,8000,Diesel,68.53,268492.0
V007495,Van,4,1000,Petrol,80.92,170338.0
V007496,Van,14,1000,Petrol,81.66,307511.0
V007497,Heavy Truck,0,20000,Diesel,88.31,86676.0
V007498,Light Truck,8,3500,Diesel,62.97,1000.0
V007499,Light Truck,7,3500,Diesel,96.27,1000.0
V007500,Van,11,1000,Petrol,88.55,85310.0
V007501,Medium Truck,11,8000,Diesel,97.2,161737.0
V007502,Light Truck,5,3500,Diesel,87.21,138729.0
V007503,Heavy Truck,0,20000,Diesel,86.8,168773.0
V007504,Light Truck,9,3500,Diesel,100.0,30272.0
V007505,Van,5,1000,Petrol,97.65,92364.0
V007506,Van,4,1000,Petrol,70.31,194716.0
V007507,Medium Truck,6,8000,Diesel,86.21,213722.0
V007508,Light Truck,5,3500,Diesel,81.76,128803.0
V007509,Van,11,1000,Petrol,85.92,195004.0
V007510,Van,4,1000,Petrol,91.26,148558.0
V007511,Van,12,1000,Petrol,77.8,93457.0
V007512,Van,4,1000,Petrol,72.96,109540.0
V007513,Light Truck,5,3500,Diesel,58.71,138278.0
V007514,Medium Truck,1,8000,Diesel,75.93,189167.0
V007515,Heavy Truck,12,20000,Diesel,100.0,236684.0
V007516,Light Truck,1,3500,Diesel,83.88,76902.0
V007517,Van,10,1000,Petrol,85.55,198431.0
V007518,Van,7,1000,Petrol,69.53,160263.0
V007519,Light Truck,1,3500,Diesel,69.06,131143.0
V007520,Medium Truck,3,8000,Diesel,96.71,197024.0
V007521,Medium Truck,4,8000,Diesel,87.47,7295.0
V007522,Light Truck,13,3500,Diesel,97.31,275456.0
V007523,Light Truck,2,3500,Diesel,79.99,123690.0
V007524,Light Truck,3,3500,Diesel,70.66,230643.0
V007525,Medium Truck,12,8000,Diesel,93.42,1000.0
V007526,Medium Truck,2,8000,Diesel,73.14,185086.0
V007527,Medium Truck,11,8000,Diesel,75.16,118346.0
V007528,Medium Truck,0,8000,Diesel,75.3,322570.0
V007529,Medium Truck,5,8000,Diesel,92.02,211314.0
V007530,Heavy Truck,13,20000,Diesel,84.06,133955.0
V007531,Medium Truck,13,8000,Diesel,55.5,204439.0
V007532,Medium Truck,0,8000,Diesel,78.96,212166.0
V007533,Heavy Truck,9,20000,Diesel,77.1,177161.0
V007534,Medium Truck,1,8000,Diesel,84.16,190110.0
V007535,Medium Truck,0,8000,Diesel,69.72,38009.0
V007536,Heavy Truck,8,20000,Diesel,78.23,370842.0
V007537,Light Truck,12,3500,Diesel,81.99,229237.0
V007538,Light Truck,0,3500,Diesel,65.42,225090.0
V007539,Light Truck,7,3500,Diesel,87.49,137571.0
V007540,Van,0,1000,Petrol,66.81,221488.0
V007541,Medium Truck,7,8000,Diesel,94.39,272336.0
V007542,Heavy Truck,3,20000,Diesel,78.66,318872.0
V007543,Medium Truck,14,8000,Diesel,95.73,293305.0
V007544,Light Truck,1,3500,Diesel,75.54,183537.0
V007545,Van,0,1000,Petrol,68.57,189671.0
V007546,Medium Truck,4,8000,Diesel,93.49,238684.0
V007547,Light Truck,13,3500,Diesel,99.66,195075.0
V007548,Medium Truck,8,8000,Diesel,88.5,227878.0
V007549,Van,13,1000,Petrol,93.39,293167.0
V007550,Van,13,1000,Petrol,95.0,10346.0
V007551,Light Truck,10,3500,Diesel,85.69,180978.0
V007552,Medium Truck,3,8000,Diesel,73.07,235271.0
V007553,Heavy Truck,1,20000,Diesel,57.29,170108.0
V007554,Van,2,1000,Petrol,65.56,156979.0
V007555,Light Truck,10,3500,Diesel,78.16,142685.0
V007556,Van,11,1000,Petrol,83.56,86680.0
V007557,Light Truck,11,3500,Diesel,72.36,50877.0
V007558,Light Truck,0,3500,Diesel,68.6,126513.0
V007559,Van,2,1000,Petrol,100.0,158944.0
V007560,Light Truck,1,3500,Diesel,95.08,204460.0
V007561,Medium Truck,6,8000,Diesel,68.7,133857.0
V007562,Light Truck,7,3500,Diesel,92.98,70902.0
V007563,Van,13,1000,Petrol,98.13,283209.0
V007564,Motorbike,14,50,Petrol,96.34,42167.0
V007565,Van,5,1000,Petrol,96.57,266386.0
V007566,Van,12,1000,Petrol,82.32,128755.0
V007567,Van,12,1000,Petrol,99.65,262513.0
V007568,Heavy Truck,11,20000,Diesel,63.27,238618.0
V007569,Heavy Truck,14,20000,Diesel,93.91,257785.0
V007570,Light Truck,1,3500,Diesel,84.87,29488.0
V007571,Light Truck,6,3500,Diesel,96.33,120766.0
V007572,Motorbike,4,50,Petrol,71.02,36291.0
V007573,Medium Truck,4,8000,Diesel,61.29,233658.0
V007574,Motorbike,8,50,Petrol,100.0,85804.0
V007575,Light Truck,11,3500,Diesel,90.69,61167.0
V007576,Medium Truck,5,8000,Diesel,100.0,80954.0
V007577,Medium Truck,4,8000,Diesel,74.08,51643.0
V007578,Van,3,1000,Petrol,91.27,189033.0
V007579,Van,14,1000,Petrol,77.97,195832.0
V007580,Heavy Truck,5,20000,Diesel,97.45,227905.0
V007581,Van,3,1000,Petrol,100.0,225624.0
V007582,Motorbike,8,50,Petrol,92.68,193381.0
V007583,Light Truck,2,3500,Diesel,85.15,200419.0
V007584,Light Truck,10,3500,Diesel,78.32,244751.0
V007585,Van,3,1000,Petrol,75.32,297165.0
V007586,Light Truck,9,3500,Diesel,89.11,315118.0
V007587,Van,5,1000,Petrol,79.8,1000.0
V007588,Medium Truck,5,8000,Diesel,83.94,105709.0
V007589,Van,5,1000,Petrol,90.86,215551.0
V007590,Light Truck,3,3500,Diesel,93.91,79837.0
V007591,Light Truck,7,3500,Diesel,97.87,140650.0
V007592,Light Truck,4,3500,Diesel,94.86,114924.0
V007593,Light Truck,12,3500,Diesel,95.05,199363.0
V007594,Medium Truck,9,8000,Diesel,95.39,186245.0
V007595,Van,2,1000,Petrol,96.28,191715.0
V007596,Heavy Truck,11,20000,Diesel,75.11,211380.0
V007597,Light Truck,1,3500,Diesel,76.8,1000.0
V007598,Light Truck,4,3500,Diesel,80.76,167282.0
